CCN,critical_access,teaching_status,urban_rural,referral_center,ownership_type_simple,medicaid_caseload,disproportionate_percentage,charity_care_burden,uncomp_burden
40007,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.110817166,0.4299,0.015565591,0.04369712
40010,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.103860431,0.2588,0.0443765,0.063554505
40011,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.130804954,0.3748,0.019980526,0.032491233
40014,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.130015432,0.2853,0.004483035,0.012926349
40015,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.163833805,0.3397,0.0039632,0.024235197
40016,Not Critical Access,Teaching,Rural,Non Referral Center,Governmental,0.236549841,0.5143,0.013664541,0.02365708
40017,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.156298201,0.3175,0.014040222,0.028899073
40018,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.188811189,0.6563,0.125266195,0.167332189
40019,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.325019952,0.5141,0.009180853,0.026985674
40020,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.142864116,0.394033333,0.013365919,0.02069273
40022,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.169763154,0.483,0.010600103,0.018431479
40026,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.099861111,0.2516,0.017313726,0.036500061
40027,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.088548534,0.2607,0.003918553,0.038271558
40029,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.129481232,0.3229,0.004181493,0.01272116
40036,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.114686504,0.268,0.033685771,0.04606855
40039,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.148311307,0.3404,0.010901392,0.044409039
40041,Not Critical Access,Non Teaching,Rural,Referral Center,Proprietary,0.193931678,0.4766,0.014195153,0.023526919
40047,Not Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.110819328,0.284066667,0.008472886,0.046732561
40050,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.19249917,0.3513,0.016289878,0.034821406
40051,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.163024217,0.3552,0.004380999,0.047882927
40055,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.094304703,0.3323,0.039473582,0.043775785
40062,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.150831927,0.3494,0.02663329,0.039805189
40067,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.133453888,0.2957,0.003926299,0.025877731
40069,Not Critical Access,Non Teaching,Rural,Referral Center,Governmental,0.150498165,0.3727,0.008595484,0.075552328
40071,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.217872857,0.5179,0.011127467,0.024162986
40072,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.103618421,0.3201,0.051031622,0.058300135
40076,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.209642075,0.7435,0.049298879,0.058813322
40078,Not Critical Access,Non Teaching,Urban,Referral Center,Proprietary,0.204752066,0.3186,0.012332057,0.055470513
40084,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.202102246,0.3055,0.02308514,0.034883198
40085,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.126829268,0.3092,0.017194345,0.054935705
40088,Not Critical Access,Teaching,Rural,Referral Center,Proprietary,0.213853396,0.2908,0.015806061,0.028342135
40114,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.10665431,0.3696,0.040525657,0.056859728
40118,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.109734727,0.2756,0.01077773,0.022791245
40119,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.158988958,0.375966667,0.00503057,0.012402329
40132,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.5,NA,0.019848378,0.045937993
40134,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.01937832,0.0581,2.81E-05,0.012961388
40137,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.063878545,0.2374,0.031134409,0.082587748
40147,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002009646,NA,0,0.003688084
40153,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.099159664,0.307566667,0.022659663,0.07627556
40154,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.121110646,0.2617,0.030906518,0.050383906
40156,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.140662894,0.35,0.035881946,0.080822716
40161,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.017811269,NA,8.63E-05,0.01592449
40163,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.093410572,0.1581,0,0
41300,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.078125,NA,0.023535866,0.089785415
41302,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.070247934,NA,0.00242557,0.007494767
41303,Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.051094891,NA,0.035403433,0.114496482
41304,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.042372881,NA,7.69E-05,0.055358668
41305,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.055737705,NA,0.029913318,0.085969412
41306,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0,NA,0,0.038814079
41307,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.058214748,NA,0.014531106,0.034805526
41308,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.106796117,NA,0.001906779,0.070032047
41309,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.090225564,NA,0.019512717,0.056508649
41310,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.041860465,NA,0.010690573,0.028380036
41311,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.102905569,NA,0.012661347,0.03697509
41312,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.047146402,NA,0.038397694,0.046262
41313,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.056451613,NA,0.00716959,0.03945232
41314,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.011235955,NA,0.000654998,0.019637199
41316,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.093883357,NA,0.005391869,0.060181276
41317,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.079646018,NA,0.009591788,0.036431899
41318,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.072164948,NA,0.023854173,0.099852902
41320,Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.036036036,NA,0.000953907,0.043651658
41321,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.230271669,NA,0.047402602,0.057754615
41322,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.107954545,NA,0.011351651,0.157477927
41323,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.136035313,NA,0.003727398,0.026768482
41324,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.096858639,NA,0.021909193,0.134523751
41326,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.160683761,NA,0.004406012,0.026395364
41327,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.087892377,NA,0.009993093,0.076043179
41328,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.150862069,NA,0.005044229,0.066691729
41329,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.08,NA,0.068903017,0.153932952
41330,Critical Access,Non Teaching,Rural,Non Referral Center,Governmental,0.026412776,NA,3.00E-05,0.065036444
41331,Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.059055118,NA,0.029842135,0.164917453
41332,Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.150753769,NA,0,0
42004,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.015015015,NA,0,0
42006,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
42008,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
42009,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0,NA,0,0
42010,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.002985075,NA,0,0
42011,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.036363636,NA,0,0
42012,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.006329114,NA,0,0
42013,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.004842615,NA,0,0
43026,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.148317543,NA,0,0
43028,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.071031501,NA,0,0
43029,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.113778706,NA,0,0
43031,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.085735403,NA,0,0
43032,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.108464849,NA,0,0
43033,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.039726027,NA,0,0
43034,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.018348624,NA,0,0
43035,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.062262718,NA,0,0
43036,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.039232781,NA,0,0
43037,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.008445946,NA,0,0
43300,Not Critical Access,Teaching,Urban,Referral Center,Nonprofit,0.367009516,NA,0,0
43301,Not Critical Access,Non Teaching,Urban,Referral Center,Nonprofit,0.350915432,NA,0,0
44004,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.09531717,NA,0,0
44005,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.099707753,NA,0,0
44006,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.167450611,NA,0,0
44007,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.142970612,NA,0,0
44011,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0,NA,0,0
44013,NA,NA,NA,NA,Nonprofit,NA,NA,NA,NA
44019,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.14198036,NA,0,0
44020,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.03800905,NA,0,0
44021,NA,NA,NA,NA,Nonprofit,NA,NA,NA,NA
44022,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.381794368,NA,0,0
50002,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,0.624666667,0.003288739,0.043119671
50006,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0,0.4314,0.006806097,0.057327623
50007,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.01629958,0.1776,0.007280437,0.064755241
50008,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.039760177,0.4134,0.01308489,0.142788439
50009,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0,0.3706,0.00639039,0.151448051
50013,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.2043379,0.4523,0.004966432,0.006861341
50014,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.03816092,0.23455,0.010286465,0.031815405
50017,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.055530609,0.3883,0.01196281,0.035673136
50022,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0.064820619,0.5247,0.036035115,0.039433527
50024,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.328524145,0.8626,0.017546198,0.024351186
50025,Not Critical Access,Teaching,Rural,Referral Center,Governmental,0.069837226,0.4669,0.006551603,0.074294076
50026,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.073878779,0.5489,0.008920368,0.026206536
50028,Not Critical Access,Non Teaching,Rural,Non Referral Center,Proprietary,0.376569038,0.4285,0.013572269,0.183188327
50030,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.068457039,0.49845,0.013064696,0.085198777
50036,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.147545455,0.6182,0.011222892,0.021533944
50038,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.137265168,0.733,0.03535275,0.113478766
50039,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.034247752,0.3347,0.008394975,0.073991537
50040,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.164414213,0.8166,0.067720168,0.191376946
50042,Not Critical Access,Non Teaching,Rural,Non Referral Center,Nonprofit,0.078254598,0.4366,0.032911328,0.103335043
50043,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.041888955,0.46375,0.007282399,0.065754011
50045,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,0.5508,0.008458067,0.035851664
50047,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.034298624,0.3656,0.006636802,0.072041849
50054,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0,0.3943,0.002208069,0.217715472
50055,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.048725721,0.51955,0.020637218,0.203667763
50056,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.084390513,0.5776,0.009565532,0.036221736
50057,Not Critical Access,Teaching,Urban,Non Referral Center,Governmental,0.050773812,0.4594,0.008470771,0.032693255
50058,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0.116463504,0.84545,0.014448038,0.074114869
50060,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.143166078,0.7384,0.006847284,0.046448838
50063,Not Critical Access,Teaching,Rural,Referral Center,Proprietary,0.22500453,0.9421,0.007407608,0.012919228
50067,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,0.4459,0.002929036,0.019730235
50069,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,0.4116,0.00596705,0.061895271
50070,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.00485306,0.05325,0.007105754,0.031482276
50071,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.010720152,0.05145,0.003391708,0.023083018
50072,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.004996221,0.04135,0.004464664,0.02006927
50073,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.010498133,0.2276,0.002961473,0.050664413
50075,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.023983365,0.2297,0.004362054,0.057980358
50076,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.005559935,0.09195,0.004289089,0.023066529
50077,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.091640989,0.577966667,0.010246633,0.087295404
50078,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0,0.43985,0.008549365,0.052705769
50082,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.056791955,0.3545,0.01103888,0.034475081
50084,Not Critical Access,Non Teaching,Rural,Referral Center,Nonprofit,0,0.4817,0.01784563,0.065382742
50089,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.200404531,0.84425,0.023423631,0.026778558
50090,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0.032303371,0.187,0.004729877,0.009757887
50091,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.266801493,0.86055,0.009578058,0.095716379
50093,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.115842848,0.5341,0.004471705,0.071642432
50096,Not Critical Access,Teaching,Urban,Non Referral Center,Proprietary,0,0.2436,0,0.011515355
50099,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.052289078,0.3699,0.012163913,0.100247274
50100,Not Critical Access,Non Teaching,Urban,Referral Center,Nonprofit,0.047251324,0.40915,0.007210606,0.026261296
50101,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.041725204,0.50905,0.01545634,0.093334081
50102,Not Critical Access,Non Teaching,Urban,Non Referral Center,Proprietary,0.098083624,0.273,0.020008004,0.043325339
50103,Not Critical Access,Teaching,Rural,Referral Center,Nonprofit,0.192106624,0.8413,0.012536396,0.015724878
50104,Not Critical Access,Non Teaching,Urban,Non Referral Center,Nonprofit,0.180810894,0.9051,0.003689087,0.17341199
50107,Not Critical Access,Teaching,Urban,Non Referral Center,Nonprofit,0.092975994,0.4789,0.020340087,0.144919552
50108,Not Critical Access,Teaching,Rural,Non Referral Center,Nonprofit,0.086216636,0.5124,0.008147446,0.06412463
50110,Not Critical Access,Non Teaching,Urban,Non Referral Center,Governmental,0,0.3318,0.004302144,0.01684419
