CCN,critical_access,teaching_status,urban_rural,referral_center,num_beds,type_of_service,state_code,ownership_type_simple,bed_size_simple
100093,Not Critical Access,Non Teaching,Rural,Referral Center,279,General Short Term,FL,Nonprofit,Medium
110032,Not Critical Access,Non Teaching,Rural,Non Referral Center,40,General Short Term,NA,Governmental,Small
110038,Not Critical Access,Teaching,Rural,Referral Center,226,General Short Term,GA,Nonprofit,Medium
123025,Not Critical Access,Non Teaching,Urban,Non Referral Center,82,Rehabilitation,NA,Nonprofit,Small
130002,Not Critical Access,Non Teaching,Rural,Non Referral Center,175,General Short Term,ID,Nonprofit,Medium
130025,Not Critical Access,Teaching,Rural,Non Referral Center,53,General Short Term,NA,Governmental,Small
130071,Not Critical Access,Teaching,Urban,Non Referral Center,87,General Short Term,ID,Nonprofit,Small
131310,Critical Access,Non Teaching,Rural,Non Referral Center,17,General Short Term,ID,Nonprofit,Small
131312,Critical Access,Non Teaching,Rural,Non Referral Center,15,General Short Term,ID,Nonprofit,Small
131323,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,ID,Nonprofit,Small
140093,Not Critical Access,Non Teaching,Rural,Referral Center,103,General Short Term,IL,Nonprofit,Small
190128,Not Critical Access,Teaching,Urban,Non Referral Center,228,General Short Term,NA,Nonprofit,Medium
191317,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
250019,Not Critical Access,Teaching,Rural,Referral Center,278,General Short Term,NA,Governmental,Medium
250050,Not Critical Access,Non Teaching,Rural,Non Referral Center,88,General Short Term,NA,Governmental,Small
250057,Not Critical Access,Non Teaching,Rural,Non Referral Center,22,General Short Term,NA,Nonprofit,Small
251304,Critical Access,Non Teaching,Rural,Non Referral Center,18,General Short Term,NA,Governmental,Small
251312,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
251338,Critical Access,Non Teaching,Rural,Non Referral Center,20,General Short Term,NA,Governmental,Small
301312,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NH,Nonprofit,Small
360361,Not Critical Access,Non Teaching,Rural,Non Referral Center,10,General Short Term,NA,Nonprofit,Small
361319,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
364047,Not Critical Access,Non Teaching,Rural,Non Referral Center,84,Psychiatric,FL,Proprietary,Small
420009,Not Critical Access,Teaching,Rural,Non Referral Center,131,General Short Term,SC,Nonprofit,Small
420068,Not Critical Access,Non Teaching,Rural,Referral Center,247,General Short Term,NA,Governmental,Medium
450085,Not Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
450137,Not Critical Access,Teaching,Urban,Non Referral Center,438,General Short Term,TX,Nonprofit,Large
450578,Not Critical Access,Non Teaching,Rural,Non Referral Center,15,General Short Term,NA,Governmental,Small
451300,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
451366,Critical Access,Non Teaching,Rural,Non Referral Center,18,General Short Term,NA,Governmental,Small
470005,Not Critical Access,Non Teaching,Rural,Referral Center,142,General Short Term,NA,Nonprofit,Small
501992,Not Critical Access,Non Teaching,Urban,Non Referral Center,5,Religious Non Medical Healthcare,NA,Nonprofit,Small
14015,NA,NA,NA,NA,NA,Psychiatric,NA,Proprietary,NA
21314,Critical Access,Non Teaching,Rural,Non Referral Center,27,General Short Term,AK,Governmental,Small
40067,Not Critical Access,Teaching,Rural,Non Referral Center,29,General Short Term,NA,Nonprofit,Small
40119,Not Critical Access,Teaching,Rural,Referral Center,170,General Short Term,AR,Nonprofit,Medium
41327,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
70029,Not Critical Access,Non Teaching,Urban,Non Referral Center,123,General Short Term,NA,Nonprofit,Small
70034,Not Critical Access,Teaching,Rural,Referral Center,218,General Short Term,CT,Nonprofit,Medium
100018,Not Critical Access,Teaching,Rural,Referral Center,532,General Short Term,NA,Nonprofit,Large
100062,Not Critical Access,Non Teaching,Urban,Referral Center,385,General Short Term,FL,Nonprofit,Medium
100168,Not Critical Access,Teaching,Urban,Non Referral Center,361,General Short Term,FL,Nonprofit,Medium
100253,Not Critical Access,Non Teaching,Urban,Non Referral Center,242,General Short Term,NA,Nonprofit,Medium
101313,Critical Access,Non Teaching,Rural,Non Referral Center,16,General Short Term,FL,Nonprofit,Small
103027,Not Critical Access,Non Teaching,Urban,Non Referral Center,26,Rehabilitation,FL,Nonprofit,Small
104057,Not Critical Access,Non Teaching,Urban,Non Referral Center,66,Psychiatric,FL,Proprietary,Small
140064,Not Critical Access,Non Teaching,Rural,Referral Center,83,General Short Term,IL,Nonprofit,Small
141339,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,IL,Nonprofit,Small
180043,Not Critical Access,Non Teaching,Rural,Referral Center,49,General Short Term,FL,Nonprofit,Small
190111,Not Critical Access,Teaching,Rural,Referral Center,686,General Short Term,NA,Nonprofit,Large
191315,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
201300,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,ME,Nonprofit,Small
201301,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,ME,Nonprofit,Small
201308,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
201309,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,ME,Governmental,Small
201312,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,ME,Nonprofit,Small
220015,Not Critical Access,Non Teaching,Rural,Referral Center,118,General Short Term,MA,Nonprofit,Small
220031,Not Critical Access,Teaching,Rural,Referral Center,440,General Short Term,NA,Nonprofit,Large
220033,Not Critical Access,Non Teaching,Urban,Referral Center,261,General Short Term,MA,Nonprofit,Medium
220063,Not Critical Access,Non Teaching,Urban,Non Referral Center,390,General Short Term,MA,Nonprofit,Medium
222000,Not Critical Access,Non Teaching,Urban,Non Referral Center,180,General Long Term,MA,Nonprofit,Medium
251305,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
301307,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,ME,Nonprofit,Small
340051,Not Critical Access,Teaching,Rural,Referral Center,95,General Short Term,NC,Governmental,Small
341323,Critical Access,Non Teaching,Rural,Non Referral Center,23,General Short Term,NC,Nonprofit,Small
371309,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
420072,Not Critical Access,Non Teaching,Rural,Non Referral Center,32,General Short Term,NA,Nonprofit,Small
421300,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
450133,Not Critical Access,Teaching,Rural,Referral Center,226,General Short Term,NA,Governmental,Medium
450351,Not Critical Access,Non Teaching,Rural,Non Referral Center,47,General Short Term,TX,Nonprofit,Small
450597,Not Critical Access,Non Teaching,Rural,Non Referral Center,44,General Short Term,NA,Governmental,Small
451310,Critical Access,Non Teaching,Rural,Non Referral Center,16,General Short Term,NA,Governmental,Small
471301,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
471303,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
471305,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,VT,Nonprofit,Small
31308,Critical Access,Non Teaching,Urban,Non Referral Center,12,General Short Term,AZ,Governmental,Small
40014,Not Critical Access,Teaching,Rural,Referral Center,179,General Short Term,NA,Nonprofit,Medium
100070,Not Critical Access,Non Teaching,Urban,Non Referral Center,229,General Short Term,TN,Proprietary,Medium
101309,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
110234,Not Critical Access,Non Teaching,Rural,Non Referral Center,24,General Short Term,NA,Governmental,Small
110237,Not Critical Access,Non Teaching,Rural,Non Referral Center,24,General Short Term,NA,Nonprofit,Small
140161,Not Critical Access,Non Teaching,Rural,Non Referral Center,42,General Short Term,IL,Nonprofit,Small
230141,Not Critical Access,Teaching,Rural,Referral Center,276,General Short Term,MI,Nonprofit,Medium
301301,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
320018,Not Critical Access,Teaching,Urban,Non Referral Center,199,General Short Term,TN,Proprietary,Medium
340116,Not Critical Access,Non Teaching,Rural,Referral Center,226,General Short Term,TN,Proprietary,Medium
371314,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
371316,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
450658,Not Critical Access,Non Teaching,Rural,Non Referral Center,37,General Short Term,NA,Governmental,Small
450779,Not Critical Access,Non Teaching,Urban,Non Referral Center,244,General Short Term,TX,Nonprofit,Medium
451301,Critical Access,Non Teaching,Rural,Non Referral Center,7,General Short Term,NA,Governmental,Small
451351,Critical Access,Non Teaching,Urban,Non Referral Center,24,General Short Term,NA,Governmental,Small
453313,Not Critical Access,Teaching,Urban,Non Referral Center,122,Children,NA,Nonprofit,Small
521338,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
10018,Not Critical Access,Teaching,Urban,Non Referral Center,6,General Short Term,NA,Governmental,Small
40047,Not Critical Access,Non Teaching,Rural,Non Referral Center,29,General Short Term,AR,Governmental,Small
131305,Critical Access,Non Teaching,Rural,Non Referral Center,18,General Short Term,NA,Governmental,Small
140052,Not Critical Access,Non Teaching,Urban,Non Referral Center,49,General Short Term,IL,Nonprofit,Small
140067,Not Critical Access,Teaching,Rural,Non Referral Center,649,General Short Term,IL,Nonprofit,Large
140113,Not Critical Access,Teaching,Rural,Referral Center,179,General Short Term,IL,Nonprofit,Medium
140162,Not Critical Access,Non Teaching,Urban,Non Referral Center,149,General Short Term,IL,Nonprofit,Small
141313,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
144042,Not Critical Access,Non Teaching,Urban,Non Referral Center,161,Psychiatric,NA,Proprietary,Medium
151305,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
151315,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Nonprofit,Small
151319,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,IN,Nonprofit,Small
170012,Not Critical Access,Teaching,Rural,Referral Center,177,General Short Term,NA,Nonprofit,Medium
170027,Not Critical Access,Non Teaching,Rural,Non Referral Center,35,General Short Term,NA,Nonprofit,Small
170122,Not Critical Access,Teaching,Rural,Referral Center,635,General Short Term,KS,Nonprofit,Large
170208,Not Critical Access,Non Teaching,Urban,Non Referral Center,41,General Short Term,FL,Nonprofit,Small
171339,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Governmental,Small
171356,Critical Access,Non Teaching,Rural,Non Referral Center,10,General Short Term,NA,Governmental,Small
171358,Critical Access,Non Teaching,Rural,Non Referral Center,14,General Short Term,NA,Nonprofit,Small
173028,Not Critical Access,Non Teaching,Urban,Non Referral Center,58,Rehabilitation,KS,Nonprofit,Small
200018,Not Critical Access,Non Teaching,Rural,Non Referral Center,34,General Short Term,ME,Nonprofit,Small
200021,Not Critical Access,Non Teaching,Urban,Non Referral Center,93,General Short Term,NA,Nonprofit,Small
223302,Not Critical Access,Teaching,Urban,Referral Center,485,Children,NA,Nonprofit,Large
230041,Not Critical Access,Teaching,Rural,Referral Center,273,General Short Term,MI,Nonprofit,Medium
230080,Not Critical Access,Non Teaching,Rural,Referral Center,49,General Short Term,MI,Nonprofit,Small
230167,Not Critical Access,Teaching,Rural,Referral Center,185,General Short Term,MI,Nonprofit,Medium
230193,Not Critical Access,Non Teaching,Rural,Non Referral Center,92,General Short Term,MI,Nonprofit,Small
231307,Critical Access,Non Teaching,Rural,Non Referral Center,24,General Short Term,NA,Governmental,Small
231329,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,MI,Nonprofit,Small
231337,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,IL,Nonprofit,Small
234025,Not Critical Access,Non Teaching,Rural,Non Referral Center,182,Psychiatric,NA,Governmental,Medium
234026,Not Critical Access,Non Teaching,Rural,Non Referral Center,201,Psychiatric,NA,Governmental,Medium
234035,Not Critical Access,Non Teaching,Urban,Non Referral Center,180,Psychiatric,MI,Governmental,Medium
234041,Not Critical Access,Non Teaching,Urban,Non Referral Center,272,Psychiatric,MI,Governmental,Medium
250138,Not Critical Access,Non Teaching,Urban,Non Referral Center,158,General Short Term,TN,Proprietary,Medium
260190,Not Critical Access,Teaching,Urban,Non Referral Center,80,General Short Term,TN,Proprietary,Small
261320,Critical Access,Non Teaching,Urban,Non Referral Center,25,General Short Term,TN,Proprietary,Small
261325,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,MO,Nonprofit,Small
261329,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,MO,Nonprofit,Small
281330,Critical Access,Non Teaching,Rural,Non Referral Center,15,General Short Term,NA,Governmental,Small
300005,Not Critical Access,Non Teaching,Rural,Non Referral Center,86,General Short Term,NH,Nonprofit,Small
301306,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NH,Nonprofit,Small
371318,Critical Access,Non Teaching,Rural,Non Referral Center,25,General Short Term,NA,Proprietary,Small
380018,Not Critical Access,Non Teaching,Rural,Referral Center,313,General Short Term,OR,Nonprofit,Medium
420037,Not Critical Access,Teaching,Urban,Non Referral Center,43,General Short Term,SC,Nonprofit,Small
440033,Not Critical Access,Non Teaching,Rural,Non Referral Center,48,General Short Term,TN,Proprietary,Small
450132,Not Critical Access,Teaching,Rural,Referral Center,330,General Short Term,NA,Governmental,Medium
450135,Not Critical Access,Teaching,Rural,Referral Center,653,General Short Term,TX,Nonprofit,Large
